"id","first_name","last_name","position","height_feet","height_inches","weight_pounds","team_id","updated_at","created_at","public_id"
78379,"Henry","Turner","",NULL,NULL,NULL,1610612758,"2019-01-12 15:03:04.497508-08","2019-01-12 15:03:04.497508-08",893
63,"Michael","Smith","",NULL,NULL,NULL,1610612758,"2019-01-12 15:03:04.497508-08","2019-01-12 15:03:04.497508-08",894
226,"Antonio","Lang","",NULL,NULL,NULL,1610612756,"2019-01-12 15:03:04.497508-08","2019-01-12 15:03:04.497508-08",895
445,"Wesley","Person","",NULL,NULL,NULL,1610612756,"2019-01-12 15:03:04.497508-08","2019-01-12 15:03:04.497508-08",896
189,"B.J.","Tyler","",NULL,NULL,NULL,1610612755,"2019-01-12 15:03:05.207207-08","2019-01-12 15:03:05.207207-08",897
308,"Derrick","Alston","",NULL,NULL,NULL,1610612755,"2019-01-12 15:03:05.207207-08","2019-01-12 15:03:05.207207-08",898
412,"Sharone","Wright","",NULL,NULL,NULL,1610612755,"2019-01-12 15:03:05.207207-08","2019-01-12 15:03:05.207207-08",899
211,"Eric","Mobley","",NULL,NULL,NULL,1610612749,"2019-01-12 15:03:05.207207-08","2019-01-12 15:03:05.207207-08",900
241,"Darrin","Hancock","",NULL,NULL,NULL,1610612766,"2019-01-12 15:03:09.514302-08","2019-01-12 15:03:09.514302-08",901
223,"Bill","Curley","",NULL,NULL,NULL,1610612765,"2019-01-12 15:03:09.916391-08","2019-01-12 15:03:09.916391-08",902
141,"Anthony","Tucker","",NULL,NULL,NULL,1610612764,"2019-01-12 15:03:10.539751-08","2019-01-12 15:03:10.539751-08",903
160,"Tim","Breaux","",NULL,NULL,NULL,1610612745,"2019-01-12 15:03:10.859478-08","2019-01-12 15:03:10.859478-08",904
440,"Zan","Tabak","",NULL,NULL,NULL,1610612745,"2019-01-12 15:03:10.859478-08","2019-01-12 15:03:10.859478-08",905
240,"Brooks","Thompson","",NULL,NULL,NULL,1610612753,"2019-01-12 15:03:11.11009-08","2019-01-12 15:03:11.11009-08",906
299,"Glenn","Robinson","",NULL,NULL,NULL,1610612749,"2019-01-12 15:03:11.55515-08","2019-01-12 15:03:11.55515-08",907
467,"Jason","Kidd","",NULL,NULL,NULL,1610612742,"2019-01-12 15:03:12.989818-08","2019-01-12 15:03:12.989818-08",908
434,"Tony","Dumas","",NULL,NULL,NULL,1610612742,"2019-01-12 15:03:12.989818-08","2019-01-12 15:03:12.989818-08",909
42,"Monty","Williams","",NULL,NULL,NULL,1610612752,"2019-01-12 15:03:30.163098-08","2019-01-12 15:03:30.163098-08",910
435,"Carlos","Rogers","",NULL,NULL,NULL,1610612744,"2019-01-12 15:03:30.676611-08","2019-01-12 15:03:30.676611-08",911
76128,"Sergei","Bazarevich","",NULL,NULL,NULL,1610612737,"2019-01-12 15:03:40.837624-08","2019-01-12 15:03:40.837624-08",912
1022,"Julius","Nwosu","",NULL,NULL,NULL,1610612759,"2019-01-12 15:03:43.587607-08","2019-01-12 15:03:43.587607-08",913
460,"Trevor","Ruffin","",NULL,NULL,NULL,1610612756,"2019-01-12 15:03:57.046074-08","2019-01-12 15:03:57.046074-08",914
212,"Yinka","Dare","",NULL,NULL,NULL,1610612751,"2019-01-12 15:04:00.850421-08","2019-01-12 15:04:00.850421-08",915
65,"Greg","Minor","",NULL,NULL,NULL,1610612738,"2019-01-12 15:04:01.425479-08","2019-01-12 15:04:01.425479-08",916
32,"Clifford","Rozier","",NULL,NULL,NULL,1610612744,"2019-01-12 15:04:04.600145-08","2019-01-12 15:04:04.600145-08",917
369,"Charlie","Ward","",NULL,NULL,NULL,1610612752,"2019-01-12 15:04:07.43826-08","2019-01-12 15:04:07.43826-08",918
112,"Dontonio","Wingfield","",NULL,NULL,NULL,1610612760,"2019-01-12 15:04:14.32767-08","2019-01-12 15:04:14.32767-08",919
78286,"Aaron","Swinson","",NULL,NULL,NULL,1610612756,"2019-01-12 15:04:33.12298-08","2019-01-12 15:04:33.12298-08",920
29,"Jim","McIlvaine","",NULL,NULL,NULL,1610612764,"2019-01-12 15:04:34.732433-08","2019-01-12 15:04:34.732433-08",921
436,"Juwan","Howard","",NULL,NULL,NULL,1610612764,"2019-01-12 15:05:06.254499-08","2019-01-12 15:05:06.254499-08",922
1806,"James","Blackwell","",NULL,NULL,NULL,1610612766,"2019-01-12 15:06:31.824402-08","2019-01-12 15:06:31.824402-08",923
1096,"Ivano","Newbill","",NULL,NULL,NULL,1610612765,"2019-01-12 15:07:43.63766-08","2019-01-12 15:07:43.63766-08",924
132,"Dwayne","Morton","",NULL,NULL,NULL,1610612744,"2019-01-12 15:07:59.700259-08","2019-01-12 15:07:59.700259-08",925
164,"Chris","Childs","",NULL,NULL,NULL,1610612751,"2019-01-12 15:10:02.121751-08","2019-01-12 15:10:02.121751-08",926
943,"Ryan","Lorthridge","",NULL,NULL,NULL,1610612744,"2019-01-12 15:12:29.506636-08","2019-01-12 15:12:29.506636-08",927
1120,"Elmer","Bennett","",NULL,NULL,NULL,1610612739,"2019-01-12 15:14:08.050899-08","2019-01-12 15:14:08.050899-08",928
239,"Darrick","Martin","",NULL,NULL,NULL,1610612750,"2019-01-12 15:16:15.764953-08","2019-01-12 15:16:15.764953-08",929
76952,"Jerome","Harmon","",NULL,NULL,NULL,1610612755,"2019-01-12 15:16:43.045638-08","2019-01-12 15:16:43.045638-08",930
1110,"Mark","Strickland","",NULL,NULL,NULL,1610612754,"2019-01-12 15:18:37.094397-08","2019-01-12 15:18:37.094397-08",931
695,"Eldridge","Recasner","",NULL,NULL,NULL,1610612743,"2019-01-12 15:18:37.784073-08","2019-01-12 15:18:37.784073-08",932
353,"Darrell","Armstrong","",NULL,NULL,NULL,1610612753,"2019-01-12 15:23:31.820436-08","2019-01-12 15:23:31.820436-08",933
74,"Derrick","Phelps","",NULL,NULL,NULL,1610612758,"2019-01-12 15:24:44.58976-08","2019-01-12 15:24:44.58976-08",934
685,"Cherokee","Parks","",NULL,NULL,NULL,1610612742,"2019-01-12 15:34:20.616709-08","2019-01-12 15:34:20.616709-08",935
684,"Loren","Meyer","",NULL,NULL,NULL,1610612742,"2019-01-12 15:34:20.616709-08","2019-01-12 15:34:20.616709-08",936
1127,"Charles","Claxton","",NULL,NULL,NULL,1610612738,"2019-01-12 15:34:20.642107-08","2019-01-12 15:34:20.642107-08",937
677,"Eric","Williams","",NULL,NULL,NULL,1610612738,"2019-01-12 15:34:20.642107-08","2019-01-12 15:34:20.642107-08",938
675,"Junior","Burrough","",NULL,NULL,NULL,1610612738,"2019-01-12 15:34:20.642107-08","2019-01-12 15:34:20.642107-08",939
699,"Brent","Barry","",NULL,NULL,NULL,1610612746,"2019-01-12 15:34:21.235423-08","2019-01-12 15:34:21.235423-08",940
713,"Chris","Carr","",NULL,NULL,NULL,1610612756,"2019-01-12 15:34:21.235423-08","2019-01-12 15:34:21.235423-08",941
714,"Michael","Finley","",NULL,NULL,NULL,1610612756,"2019-01-12 15:34:21.235423-08","2019-01-12 15:34:21.235423-08",942
731,"Greg","Ostertag","",NULL,NULL,NULL,1610612762,"2019-01-12 15:34:21.682498-08","2019-01-12 15:34:21.682498-08",943
727,"Eric","Snow","",NULL,NULL,NULL,1610612760,"2019-01-12 15:34:21.682498-08","2019-01-12 15:34:21.682498-08",944
726,"Sherell","Ford","",NULL,NULL,NULL,1610612760,"2019-01-12 15:34:21.682498-08","2019-01-12 15:34:21.682498-08",945
711,"Jerry","Stackhouse","",NULL,NULL,NULL,1610612755,"2019-01-12 15:34:22.11731-08","2019-01-12 15:34:22.11731-08",946
1067,"Jeff","Webster","",NULL,NULL,NULL,1610612764,"2019-01-12 15:34:22.11731-08","2019-01-12 15:34:22.11731-08",947
739,"Rasheed","Wallace","",NULL,NULL,NULL,1610612764,"2019-01-12 15:34:22.11731-08","2019-01-12 15:34:22.11731-08",948
717,"Arvydas","Sabonis","",NULL,NULL,NULL,1610612757,"2019-01-12 15:34:22.405454-08","2019-01-12 15:34:22.405454-08",949
718,"Gary","Trent","",NULL,NULL,NULL,1610612757,"2019-01-12 15:34:22.405454-08","2019-01-12 15:34:22.405454-08",950
719,"Randolph","Childress","",NULL,NULL,NULL,1610612757,"2019-01-12 15:34:22.405454-08","2019-01-12 15:34:22.405454-08",951
735,"Bryant","Reeves","",NULL,NULL,NULL,1610612763,"2019-01-12 15:34:22.405454-08","2019-01-12 15:34:22.405454-08",952
734,"Lawrence","Moten","",NULL,NULL,NULL,1610612763,"2019-01-12 15:34:22.405454-08","2019-01-12 15:34:22.405454-08",953
679,"Jason","Caffey","",NULL,NULL,NULL,1610612741,"2019-01-12 15:34:23.32585-08","2019-01-12 15:34:23.32585-08",954
678,"George","Zidek","",NULL,NULL,NULL,1610612766,"2019-01-12 15:34:23.32585-08","2019-01-12 15:34:23.32585-08",955
76987,"Alvin","Heggs","",NULL,NULL,NULL,1610612745,"2019-01-12 15:34:23.427332-08","2019-01-12 15:34:23.427332-08",956
693,"Joe","Smith","",NULL,NULL,NULL,1610612744,"2019-01-12 15:34:23.427332-08","2019-01-12 15:34:23.427332-08",957
673,"Alan","Henderson","",NULL,NULL,NULL,1610612737,"2019-01-12 15:34:23.641222-08","2019-01-12 15:34:23.641222-08",958
696,"Travis","Best","",NULL,NULL,NULL,1610612754,"2019-01-12 15:34:23.641222-08","2019-01-12 15:34:23.641222-08",959
757,"Damon","Stoudamire","",NULL,NULL,NULL,1610612761,"2019-01-12 15:34:23.815737-08","2019-01-12 15:34:23.815737-08",960
728,"Jimmy","King","",NULL,NULL,NULL,1610612761,"2019-01-12 15:34:23.815737-08","2019-01-12 15:34:23.815737-08",961
77741,"Ed","O'Bannon","",NULL,NULL,NULL,1610612751,"2019-01-12 15:34:23.815737-08","2019-01-12 15:34:23.815737-08",962
691,"Lou","Roe","",NULL,NULL,NULL,1610612765,"2019-01-12 15:34:24.010312-08","2019-01-12 15:34:24.010312-08",963
689,"Theo","Ratliff","",NULL,NULL,NULL,1610612765,"2019-01-12 15:34:24.010312-08","2019-01-12 15:34:24.010312-08",964
686,"Antonio","McDyess","",NULL,NULL,NULL,1610612743,"2019-01-12 15:34:24.767855-08","2019-01-12 15:34:24.767855-08",965
682,"Bob","Sura","",NULL,NULL,NULL,1610612739,"2019-01-12 15:34:24.858825-08","2019-01-12 15:34:24.858825-08",966
681,"Donny","Marshall","",NULL,NULL,NULL,1610612739,"2019-01-12 15:34:24.858825-08","2019-01-12 15:34:24.858825-08",967
680,"John","Amaechi","",NULL,NULL,NULL,1610612739,"2019-01-12 15:34:24.858825-08","2019-01-12 15:34:24.858825-08",968
721,"Tyus","Edney","",NULL,NULL,NULL,1610612758,"2019-01-12 15:34:24.894349-08","2019-01-12 15:34:24.894349-08",969
706,"Jerome","Allen","",NULL,NULL,NULL,1610612750,"2019-01-12 15:34:24.894349-08","2019-01-12 15:34:24.894349-08",970
708,"Kevin","Garnett","",NULL,NULL,NULL,1610612750,"2019-01-12 15:34:24.894349-08","2019-01-12 15:34:24.894349-08",971
707,"Mark","Davis","",NULL,NULL,NULL,1610612750,"2019-01-12 15:34:24.894349-08","2019-01-12 15:34:24.894349-08",972
66,"Marques","Bragg","",NULL,NULL,NULL,1610612750,"2019-01-12 15:34:24.894349-08","2019-01-12 15:34:24.894349-08",973
704,"Shawn","Respert","",NULL,NULL,NULL,1610612749,"2019-01-12 15:34:30.013554-08","2019-01-12 15:34:30.013554-08",974
697,"Fred","Hoiberg","",NULL,NULL,NULL,1610612754,"2019-01-12 15:34:30.277945-08","2019-01-12 15:34:30.277945-08",975
701,"Frankie","King","",NULL,NULL,NULL,1610612747,"2019-01-12 15:34:30.586913-08","2019-01-12 15:34:30.586913-08",976
690,"Don","Reid","",NULL,NULL,NULL,1610612765,"2019-01-12 15:34:30.640387-08","2019-01-12 15:34:30.640387-08",977
703,"Kurt","Thomas","",NULL,NULL,NULL,1610612748,"2019-01-12 15:34:32.1877-08","2019-01-12 15:34:32.1877-08",978
390,"Sasha","Danilovic","",NULL,NULL,NULL,1610612748,"2019-01-12 15:34:32.1877-08","2019-01-12 15:34:32.1877-08",979
720,"Terrence","Rencher","",NULL,NULL,NULL,1610612748,"2019-01-12 15:34:32.1877-08","2019-01-12 15:34:32.1877-08",980
724,"Cory","Alexander","",NULL,NULL,NULL,1610612759,"2019-01-12 15:34:32.219948-08","2019-01-12 15:34:32.219948-08",981
77690,"Howard","Nathan","",NULL,NULL,NULL,1610612737,"2019-01-12 15:34:33.522077-08","2019-01-12 15:34:33.522077-08",982
942,"Todd","Mundt","",NULL,NULL,NULL,1610612737,"2019-01-12 15:34:33.522077-08","2019-01-12 15:34:33.522077-08",983
710,"David","Vaughn","",NULL,NULL,NULL,1610612753,"2019-01-12 15:34:33.522077-08","2019-01-12 15:34:33.522077-08",984
78403,"Log","Vander Velden","",NULL,NULL,NULL,1610612746,"2019-01-12 15:34:39.971537-08","2019-01-12 15:34:39.971537-08",985
732,"Ashraf","Amaya","",NULL,NULL,NULL,1610612763,"2019-01-12 15:34:56.87266-08","2019-01-12 15:34:56.87266-08",986
474,"Stefano","Rusconi","",NULL,NULL,NULL,1610612756,"2019-01-12 15:35:30.045462-08","2019-01-12 15:35:30.045462-08",987
1132,"Larry","Sykes","",NULL,NULL,NULL,1610612738,"2019-01-12 15:35:54.987277-08","2019-01-12 15:35:54.987277-08",988
76683,"Vincenzo","Esposito","",NULL,NULL,NULL,1610612761,"2019-01-12 15:35:59.327285-08","2019-01-12 15:35:59.327285-08",989
722,"Corliss","Williamson","",NULL,NULL,NULL,1610612758,"2019-01-12 15:39:05.546828-08","2019-01-12 15:39:05.546828-08",990
687,"Rastko","Cvetkovic","",NULL,NULL,NULL,1610612743,"2019-01-12 15:40:33.051534-08","2019-01-12 15:40:33.051534-08",991
1133,"Corey","Beck","",NULL,NULL,NULL,1610612766,"2019-01-12 15:40:50.009399-08","2019-01-12 15:40:50.009399-08",992
702,"Voshon","Lenard","",NULL,NULL,NULL,1610612748,"2019-01-12 15:42:28.632269-08","2019-01-12 15:42:28.632269-08",993
924,"Anthony","Goldwire","",NULL,NULL,NULL,1610612766,"2019-01-12 15:54:03.684924-08","2019-01-12 15:54:03.684924-08",994
692,"Andrew","DeClercq","",NULL,NULL,NULL,1610612744,"2019-01-12 15:54:05.572461-08","2019-01-12 15:54:05.572461-08",995
316,"Richard","Manning","",NULL,NULL,NULL,1610612763,"2019-01-12 16:03:42.648388-08","2019-01-12 16:03:42.648388-08",996
723,"Clint","McDaniel","",NULL,NULL,NULL,1610612758,"2019-01-12 16:04:16.009185-08","2019-01-12 16:04:16.009185-08",997
729,"Martin","Lewis","",NULL,NULL,NULL,1610612761,"2019-01-12 16:06:47.619658-08","2019-01-12 16:06:47.619658-08",998
730,"Dwayne","Whitfield","",NULL,NULL,NULL,1610612761,"2019-01-12 16:07:24.127858-08","2019-01-12 16:07:24.127858-08",999
712,"Mario","Bennett","",NULL,NULL,NULL,1610612756,"2019-01-12 16:08:27.816875-08","2019-01-12 16:08:27.816875-08",1000
511,"Melvin","Booker","",NULL,NULL,NULL,1610612745,"2019-01-12 16:08:42.015974-08","2019-01-12 16:08:42.015974-08",1001
683,"Darryl","Johnson","",NULL,NULL,NULL,1610612739,"2019-01-12 16:08:46.864883-08","2019-01-12 16:08:46.864883-08",1002
78655,"John","Coker","",NULL,NULL,NULL,1610612756,"2019-01-12 16:08:48.700197-08","2019-01-12 16:08:48.700197-08",1003
671,"Donnie","Boyce","",NULL,NULL,NULL,1610612737,"2019-01-12 16:09:22.221613-08","2019-01-12 16:09:22.221613-08",1004
676,"Thomas","Hamilton","",NULL,NULL,NULL,1610612738,"2019-01-12 16:09:55.125656-08","2019-01-12 16:09:55.125656-08",1005
928,"Robert","Churchwell","",NULL,NULL,NULL,1610612744,"2019-01-12 16:09:59.111137-08","2019-01-12 16:09:59.111137-08",1006
733,"Cuonzo","Martin","",NULL,NULL,NULL,1610612763,"2019-01-12 16:12:22.99251-08","2019-01-12 16:12:22.99251-08",1007
736,"Cedric","Lewis","",NULL,NULL,NULL,1610612764,"2019-01-12 16:13:51.716112-08","2019-01-12 16:13:51.716112-08",1008
952,"Antoine","Walker","F",NULL,NULL,NULL,1610612738,"2019-01-12 16:46:19.580765-08","2019-01-12 16:46:19.580765-08",1009
1136,"Brett","Szabo","",NULL,NULL,NULL,1610612738,"2019-01-12 16:46:19.580765-08","2019-01-12 16:46:19.580765-08",1010
1064,"Brent","Scott","",NULL,NULL,NULL,1610612754,"2019-01-12 16:46:19.581454-08","2019-01-12 16:46:19.581454-08",1011
956,"Erick","Dampier","",NULL,NULL,NULL,1610612754,"2019-01-12 16:46:19.581454-08","2019-01-12 16:46:19.581454-08",1012
966,"Jerome","Williams","",NULL,NULL,NULL,1610612765,"2019-01-12 16:46:19.581454-08","2019-01-12 16:46:19.581454-08",1013
961,"John","Wallace","",NULL,NULL,NULL,1610612752,"2019-01-12 16:46:19.639818-08","2019-01-12 16:46:19.639818-08",1014
962,"Walter","McCarty","",NULL,NULL,NULL,1610612752,"2019-01-12 16:46:19.639818-08","2019-01-12 16:46:19.639818-08",1015
948,"Marcus","Camby","",NULL,NULL,NULL,1610612761,"2019-01-12 16:46:19.639818-08","2019-01-12 16:46:19.639818-08",1016
1126,"Donald","Whiteside","",NULL,NULL,NULL,1610612761,"2019-01-12 16:46:19.639818-08","2019-01-12 16:46:19.639818-08",1017
949,"Shareef","Abdur-Rahim","F",NULL,NULL,NULL,1610612763,"2019-01-12 16:46:20.602256-08","2019-01-12 16:46:20.602256-08",1018
964,"Roy","Rogers","",NULL,NULL,NULL,1610612763,"2019-01-12 16:46:20.602256-08","2019-01-12 16:46:20.602256-08",1019
1112,"Ben","Wallace","",NULL,NULL,NULL,1610612764,"2019-01-12 16:46:20.992378-08","2019-01-12 16:46:20.992378-08",1020
1002,"Reggie","Geary","",NULL,NULL,NULL,1610612739,"2019-01-12 16:46:21.033267-08","2019-01-12 16:46:21.033267-08",1021
958,"Vitaly","Potapenko","",NULL,NULL,NULL,1610612739,"2019-01-12 16:46:21.033267-08","2019-01-12 16:46:21.033267-08",1022
709,"Ed","O'Bannon","F",NULL,NULL,NULL,1610612751,"2019-01-12 16:46:21.033267-08","2019-01-12 16:46:21.033267-08",1023
954,"Kerry","Kittles","",NULL,NULL,NULL,1610612751,"2019-01-12 16:46:21.033267-08","2019-01-12 16:46:21.033267-08",1024
1065,"Erick","Strickland","",NULL,NULL,NULL,1610612742,"2019-01-12 16:46:21.592886-08","2019-01-12 16:46:21.592886-08",1025
1032,"Darvin","Ham","",NULL,NULL,NULL,1610612743,"2019-01-12 16:46:21.592886-08","2019-01-12 16:46:21.592886-08",1026
950,"Stephon","Marbury","G",NULL,NULL,NULL,1610612750,"2019-01-12 16:46:22.130922-08","2019-01-12 16:46:22.130922-08",1027
1049,"Shane","Heal","",NULL,NULL,NULL,1610612750,"2019-01-12 16:46:22.130922-08","2019-01-12 16:46:22.130922-08",1028
1051,"Dean","Garrett","",NULL,NULL,NULL,1610612750,"2019-01-12 16:46:22.130922-08","2019-01-12 16:46:22.130922-08",1029
968,"Priest","Lauderdale","",NULL,NULL,NULL,1610612737,"2019-01-12 16:46:22.592244-08","2019-01-12 16:46:22.592244-08",1030
1134,"Ike","Austin","",NULL,NULL,NULL,1610612748,"2019-01-12 16:46:22.592244-08","2019-01-12 16:46:22.592244-08",1031
919,"Loy","Vaught","F",NULL,NULL,NULL,1610612746,"2019-01-12 16:46:22.689075-08","2019-01-12 16:46:22.689075-08",1032
953,"Lorenzen","Wright","",NULL,NULL,NULL,1610612746,"2019-01-12 16:46:22.689075-08","2019-01-12 16:46:22.689075-08",1033
957,"Todd","Fuller","C",NULL,NULL,NULL,1610612744,"2019-01-12 16:46:22.689075-08","2019-01-12 16:46:22.689075-08",1034
1077,"Ray","Owes","",NULL,NULL,NULL,1610612744,"2019-01-12 16:46:22.689075-08","2019-01-12 16:46:22.689075-08",1035
951,"Ray","Allen","G",NULL,NULL,NULL,1610612749,"2019-01-12 16:46:23.370369-08","2019-01-12 16:46:23.370369-08",1036
947,"Allen","Iverson","G",NULL,NULL,NULL,1610612755,"2019-01-12 16:46:23.370369-08","2019-01-12 16:46:23.370369-08",1037
1361,"Mark","Bradtke","",NULL,NULL,NULL,1610612755,"2019-01-12 16:46:23.370369-08","2019-01-12 16:46:23.370369-08",1038
959,"Steve","Nash","",NULL,NULL,NULL,1610612756,"2019-01-12 16:46:24.21229-08","2019-01-12 16:46:24.21229-08",1039
989,"Ben","Davis","",NULL,NULL,NULL,1610612756,"2019-01-12 16:46:24.21229-08","2019-01-12 16:46:24.21229-08",1040
965,"Derek","Fisher","",NULL,NULL,NULL,1610612747,"2019-01-12 16:46:24.21229-08","2019-01-12 16:46:24.21229-08",1041
969,"Travis","Knight","",NULL,NULL,NULL,1610612747,"2019-01-12 16:46:24.21229-08","2019-01-12 16:46:24.21229-08",1042
977,"Kobe","Bryant","",NULL,NULL,NULL,1610612747,"2019-01-12 16:46:24.21229-08","2019-01-12 16:46:24.21229-08",1043
1074,"Matt","Maloney","G",NULL,NULL,NULL,1610612745,"2019-01-12 16:46:24.348562-08","2019-01-12 16:46:24.348562-08",1044
970,"Othella","Harrington","",NULL,NULL,NULL,1610612745,"2019-01-12 16:46:24.348562-08","2019-01-12 16:46:24.348562-08",1045
988,"Randy","Livingston","",NULL,NULL,NULL,1610612745,"2019-01-12 16:46:24.348562-08","2019-01-12 16:46:24.348562-08",1046
1023,"Emanual","Davis","",NULL,NULL,NULL,1610612745,"2019-01-12 16:46:24.348562-08","2019-01-12 16:46:24.348562-08",1047
1000,"Shandon","Anderson","",NULL,NULL,NULL,1610612762,"2019-01-12 16:46:24.387543-08","2019-01-12 16:46:24.387543-08",1048
990,"Malik","Rose","",NULL,NULL,NULL,1610612766,"2019-01-12 16:46:28.235481-08","2019-01-12 16:46:28.235481-08",1049
960,"Tony","Delk","",NULL,NULL,NULL,1610612766,"2019-01-12 16:46:28.235481-08","2019-01-12 16:46:28.235481-08",1050
976,"Jeff","McInnis","",NULL,NULL,NULL,1610612743,"2019-01-12 16:46:34.939701-08","2019-01-12 16:46:34.939701-08",1051
963,"Dontae'","Jones","",NULL,NULL,NULL,1610612752,"2019-01-12 16:47:05.456334-08","2019-01-12 16:47:05.456334-08",1052
1041,"Nate","Driggers","",NULL,NULL,NULL,1610612738,"2019-01-12 16:47:15.588071-08","2019-01-12 16:47:15.588071-08",1053
955,"Samaki","Walker","",NULL,NULL,NULL,1610612742,"2019-01-12 16:47:46.578101-08","2019-01-12 16:47:46.578101-08",1054
1043,"Amal","McCaskill","",NULL,NULL,NULL,1610612753,"2019-01-12 16:48:37.618807-08","2019-01-12 16:48:37.618807-08",1055
1109,"James","Scott","",NULL,NULL,NULL,1610612748,"2019-01-12 16:48:38.443099-08","2019-01-12 16:48:38.443099-08",1056
971,"Mark","Hendrickson","",NULL,NULL,NULL,1610612755,"2019-01-12 16:48:09.883849-08","2019-01-12 16:48:09.883849-08",1057
1059,"Aleksandar","Djordjevic","",NULL,NULL,NULL,1610612757,"2019-01-12 16:49:36.730865-08","2019-01-12 16:49:36.730865-08",1058
979,"Jermaine","O'Neal","",NULL,NULL,NULL,1610612757,"2019-01-12 16:50:30.479598-08","2019-01-12 16:50:30.479598-08",1059
997,"Chris","Robinson","",NULL,NULL,NULL,1610612763,"2019-01-12 16:50:39.364036-08","2019-01-12 16:50:39.364036-08",1060
1089,"Kevin","Salvadori","",NULL,NULL,NULL,1610612758,"2019-01-12 16:51:20.637036-08","2019-01-12 16:51:20.637036-08",1061
1026,"Evric","Gray","",NULL,NULL,NULL,1610612751,"2019-01-12 16:51:25.34686-08","2019-01-12 16:51:25.34686-08",1062
983,"Moochie","Norris","",NULL,NULL,NULL,1610612763,"2019-01-12 16:51:35.075087-08","2019-01-12 16:51:35.075087-08",1063
1070,"Devin","Gray","",NULL,NULL,NULL,1610612758,"2019-01-12 16:52:39.756177-08","2019-01-12 16:52:39.756177-08",1064
982,"Martin","Muursepp","",NULL,NULL,NULL,1610612748,"2019-01-12 16:52:43.479453-08","2019-01-12 16:52:43.479453-08",1065
1093,"Gaylon","Nickerson","",NULL,NULL,NULL,1610612759,"2019-01-12 16:53:17.944461-08","2019-01-12 16:53:17.944461-08",1066
992,"Marcus","Brown","",NULL,NULL,NULL,1610612757,"2019-01-12 16:53:23.415627-08","2019-01-12 16:53:23.415627-08",1067
438,"Robert","Werdann","",NULL,NULL,NULL,1610612751,"2019-01-12 16:54:07.969111-08","2019-01-12 16:54:07.969111-08",1068
1129,"Ruben","Nembhard","",NULL,NULL,NULL,1610612762,"2019-01-12 16:54:35.195313-08","2019-01-12 16:54:35.195313-08",1069
994,"Jamie","Feick","",NULL,NULL,NULL,1610612766,"2019-01-12 16:54:39.399758-08","2019-01-12 16:54:39.399758-08",1070
987,"Jason","Sasser","",NULL,NULL,NULL,1610612759,"2019-01-12 16:54:44.041473-08","2019-01-12 16:54:44.041473-08",1071
1108,"Tony","Farmer","",NULL,NULL,NULL,1610612748,"2019-01-12 16:54:53.640525-08","2019-01-12 16:54:53.640525-08",1072
1035,"Shawnelle","Scott","",NULL,NULL,NULL,1610612739,"2019-01-12 16:55:29.472416-08","2019-01-12 16:55:29.472416-08",1073
967,"Brian","Evans","",NULL,NULL,NULL,1610612753,"2019-01-12 16:56:32.434945-08","2019-01-12 16:56:32.434945-08",1074
984,"Steve","Hamer","",NULL,NULL,NULL,1610612738,"2019-01-12 16:57:31.947558-08","2019-01-12 16:57:31.947558-08",1075
1121,"Dexter","Boney","",NULL,NULL,NULL,1610612756,"2019-01-12 16:57:43.208744-08","2019-01-12 16:57:43.208744-08",1076
1138,"Michael","Hawkins","",NULL,NULL,NULL,1610612738,"2019-01-12 16:59:02.644826-08","2019-01-12 16:59:02.644826-08",1077
1086,"Joe","Stephens","",NULL,NULL,NULL,1610612745,"2019-01-12 16:59:30.625026-08","2019-01-12 16:59:30.625026-08",1078
1024,"Horacio","Llamas","",NULL,NULL,NULL,1610612756,"2019-01-12 17:00:18.65433-08","2019-01-12 17:00:18.65433-08",1079
1131,"Jimmy","Carruth","",NULL,NULL,NULL,1610612749,"2019-01-12 17:03:07.097061-08","2019-01-12 17:03:07.097061-08",1080
1477,"Bruce","Bowen","",NULL,NULL,NULL,1610612748,"2019-01-12 17:03:20.722865-08","2019-01-12 17:03:20.722865-08",1081
1478,"Stevin","Smith","",NULL,NULL,NULL,1610612742,"2019-01-12 17:03:57.998223-08","2019-01-12 17:03:57.998223-08",1082
1099,"Matt","Steigenga","",NULL,NULL,NULL,1610612741,"2019-01-12 17:06:46.30576-08","2019-01-12 17:06:46.30576-08",1083
1563,"Kevin","Ollie","",NULL,NULL,NULL,1610612742,"2019-01-12 17:16:10.340536-08","2019-01-12 17:16:10.340536-08",1084
1528,"Bubba","Wells","",NULL,NULL,NULL,1610612742,"2019-01-12 17:16:10.340536-08","2019-01-12 17:16:10.340536-08",1085
1498,"Antonio","Daniels","G",NULL,NULL,NULL,1610612763,"2019-01-12 17:16:10.340536-08","2019-01-12 17:16:10.340536-08",1086
1503,"Tracy","McGrady","",NULL,NULL,NULL,1610612761,"2019-01-12 17:16:10.36799-08","2019-01-12 17:16:10.36799-08",1087
1612,"Chris","Garner","",NULL,NULL,NULL,1610612761,"2019-01-12 17:16:10.36799-08","2019-01-12 17:16:10.36799-08",1088
1495,"Tim","Duncan","F",NULL,NULL,NULL,1610612759,"2019-01-12 17:16:10.635456-08","2019-01-12 17:16:10.635456-08",1089
1499,"Tony","Battie","F",NULL,NULL,NULL,1610612743,"2019-01-12 17:16:10.635456-08","2019-01-12 17:16:10.635456-08",1090
